DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID0021125,Phenolphthalein,77-09-8,KJFMBFZCATUALV-UHFFFAOYSA-N,"3,3-Bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one",OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",C20H14O4,318.328,318.0892089,81,454,173,24
DTXSID0021127,Phenoxybenzamine hydrochloride,63-92-3,VBCPVIWPDJVHAN-UHFFFAOYSA-N,N-Benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine--hydrogen chloride (1/1),Cl.CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,"InChI=1/C18H22ClNO.ClH/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17;/h2-11,16H,12-15H2,1H3;1H",C18H23Cl2NO,340.29,339.1156698,41,4935,86,1
DTXSID0021129,Phenyl isothiocyanate,103-72-0,QKFJKGMPGYROCL-UHFFFAOYSA-N,Isothiocyanatobenzene,S=C=NC1=CC=CC=C1,InChI=1S/C7H5NS/c9-6-8-7-4-2-1-3-5-7/h1-5H,C7H5NS,135.18,135.0142703,47,207,109,2
DTXSID0021175,Polysorbate 80,9005-65-6,-,-,-,-,-,-,-,55,3679,-,364
DTXSID0021179,Practolol,6673-35-4,DURULFYMVIFBIR-UHFFFAOYSA-N,N-(4-{2-Hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)acetamide,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,"InChI=1/C14H22N2O3/c1-10(2)15-8-13(18)9-19-14-6-4-12(5-7-14)16-11(3)17/h4-7,10,13,15,18H,8-9H2,1-3H3,(H,16,17)",C14H22N2O3,266.341,266.1630426,40,1500,92,5
DTXSID0021206,"1,2-Propylene glycol",57-55-6,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"Propane-1,2-diol",CC(O)CO,"InChI=1/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",C3H8O2,76.095,76.0524295,113,1682,472,3192
DTXSID0021254,Safrole,94-59-7,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,"5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole",C=CCC1=CC=C2OCOC2=C1,"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",C10H10O2,162.188,162.0680796,77,519,102,18
DTXSID0021256,Sulfasalazine,599-79-1,NCEXYHBECQHGNR-QZQOTICOSA-N,2-Hydroxy-5-[(E)-{4-[(pyridin-2-yl)sulfamoyl]phenyl}diazenyl]benzoic acid,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,23H,(H,19,22)(H,24,25)/b21-20+",C18H14N4O5S,398.39,398.0684907,64,3936,67,14
DTXSID0021258,Scopolamine hydrobromide trihydrate,6533-68-2,LACQPOBCQQPVIT-SEYKEWMNSA-N,"(1R,2R,4S,5S,7s)-9-Methyl-3-oxa-9-azatricyclo[3.3.1.0~2,4~]nonan-7-yl (2S)-3-hydroxy-2-phenylpropanoate--hydrogen bromide--water (1/1/3)",O.O.O.Br.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"InChI=1S/C17H21NO4.BrH.3H2O/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10;;;;/h2-6,11-16,19H,7-9H2,1H3;1H;3*1H2/t11-,12-,13-,14+,15-,16+;;;;/m1..../s1",C17H28BrNO7,438.315,437.104915,26,-,25,-
DTXSID0021331,Tetrakis(hydroxymethyl)phosphonium sulfate,55566-30-8,YIEDHPBKGZGLIK-UHFFFAOYSA-L,Bis[tetrakis(hydroxymethyl)phosphanium] sulfate,[O-]S([O-])(=O)=O.OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,"InChI=1S/2C4H12O4P.H2O4S/c2*5-1-9(2-6,3-7)4-8;1-5(2,3)4/h2*5-8H,1-4H2;(H2,1,2,3,4)/q2*+1;/p-2",C8H24O12P2S,406.28,406.0463714,52,27,54,79
DTXSID0021333,Tetramethylthiuram monosulfide,97-74-5,REQPQFUJGGOFQL-UHFFFAOYSA-N,"N,N,N',N'-Tetramethyltrithiodicarbonic diamide",CN(C)C(=S)SC(=S)N(C)C,InChI=1S/C6H12N2S3/c1-7(2)5(9)11-6(10)8(3)4/h1-4H3,C6H12N2S3,208.36,208.0162619,62,11,76,23
DTXSID0021335,Thenyldiamine,91-79-2,RCGYDFVCAAKKNG-UHFFFAOYSA-N,"N~1~,N~1~-Dimethyl-N~2~-(pyridin-2-yl)-N~2~-[(thiophen-3-yl)methyl]ethane-1,2-diamine",CN(C)CCN(CC1=CSC=C1)C1=NC=CC=C1,"InChI=1S/C14H19N3S/c1-16(2)8-9-17(11-13-6-10-18-12-13)14-5-3-4-7-15-14/h3-7,10,12H,8-9,11H2,1-2H3",C14H19N3S,261.39,261.1299688,25,6,31,2
DTXSID0021337,Thiabendazole,148-79-8,WJCNZQLZVWNLKY-UHFFFAOYSA-N,"2-(1,3-Thiazol-4-yl)-1H-benzimidazole",N1C2=C(C=CC=C2)N=C1C1=CSC=N1,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)",C10H7N3S,201.25,201.0360684,105,1767,204,178
DTXSID0021339,Thiotepa,52-24-4,FOCVUCIESVLUNU-UHFFFAOYSA-N,"1,1',1''-Phosphorothioyltris(aziridine)",S=P(N1CC1)(N1CC1)N1CC1,"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",C6H12N3PS,189.22,189.0489556,60,2676,160,19
DTXSID0021381,"1,1,1-Trichloroethane",71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",C2H3Cl3,133.4,131.9300332,115,385,86,50
DTXSID0021383,Trichloroethylene,79-01-6,XSTXAVWGXDQKEL-UHFFFAOYSA-N,"1,1,2-Trichloroethene",ClC=C(Cl)Cl,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,C2HCl3,131.38,129.9143831,117,4105,124,119
DTXSID0021385,Folpet,133-07-3,HKIOYBQGHSTUDB-UHFFFAOYSA-N,"2-[(Trichloromethyl)sulfanyl]-1H-isoindole-1,3(2H)-dione",ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O,"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",C9H4Cl3NO2S,296.55,294.9028326,81,66,68,150
DTXSID0021387,"2-(2,4,5-Trichlorophenoxy)propionic acid",93-72-1,ZLSWBLPERHFHIS-UHFFFAOYSA-N,"2-(2,4,5-Trichlorophenoxy)propanoic acid",CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(O)=O,"InChI=1/C9H7Cl3O3/c1-4(9(13)14)15-8-3-6(11)5(10)2-7(8)12/h2-4H,1H3,(H,13,14)",C9H7Cl3O3,269.5,267.9460772,64,74,64,16
DTXSID0021389,Trichlorfon,52-68-6,NFACJZMKEDPNKN-UHFFFAOYSA-N,"Dimethyl (2,2,2-trichloro-1-hydroxyethyl)phosphonate",COP(=O)(OC)C(O)C(Cl)(Cl)Cl,"InChI=1/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3",C4H8Cl3O4P,257.43,255.9225788,93,1046,105,63
DTXSID0021410,Triprolidine hydrochloride monohydrate,6138-79-0,CUZMOIXUFHOLLN-UMVVUDSKSA-N,2-[(1E)-1-(4-Methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridine--hydrogen chloride--water (1/1/1),O.Cl.CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,"InChI=1S/C19H22N2.ClH.H2O/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21;;/h2-3,6-12H,4-5,13-15H2,1H3;1H;1H2/b18-11+;;",C19H25ClN2O,332.87,332.1655411,25,280,20,1
DTXSID0021414,Tris(2-ethylhexyl) phosphate,78-42-2,GTVWRXDRKAHEAD-UHFFFAOYSA-N,Tris(2-ethylhexyl) phosphate,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,"InChI=1/C24H51O4P/c1-7-13-16-22(10-4)19-26-29(25,27-20-23(11-5)17-14-8-2)28-21-24(12-6)18-15-9-3/h22-24H,7-21H2,1-6H3",C24H51O4P,434.642,434.3524971,82,6,69,77
DTXSID0021418,dl-Tryptophan,54-12-6,QIVBCDIJIAJPQS-UHFFFAOYSA-N,Tryptophan,NC(CC1=CNC2=CC=CC=C12)C(O)=O,"InChI=1/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",C11H12N2O2,204.229,204.0898776,39,-,182,-
DTXSID0021460,Zearalenone,17924-92-4,MBMQEIFVQACCCH-QBODLPLBSA-N,"(3S,11E)-14,16-Dihydroxy-3-methyl-3,4,5,6,9,10-hexahydro-1H-2-benzoxacyclotetradecine-1,7(8H)-dione",C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,"InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,20-21H,2,4-6,8-9H2,1H3/b7-3+/t12-/m0/s1",C18H22O5,318.369,318.1467238,75,1405,81,-
DTXSID0021462,Zinc dibutyldithiocarbamate,136-23-2,BOXSVZNGTQTENJ-UHFFFAOYSA-L,Zinc bis(dibutylcarbamodithioate),[Zn++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S,"InChI=1S/2C9H19NS2.Zn/c2*1-3-5-7-10(9(11)12)8-6-4-2;/h2*3-8H2,1-2H3,(H,11,12);/q;;+2/p-2",C18H36N2S4Zn,474.12,472.105276,41,4,39,71
DTXSID0021464,Ziram,137-30-4,DUBNHZYBDBBJHD-UHFFFAOYSA-L,Zinc bis(dimethylcarbamodithioate),[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2",C6H12N2S4Zn,305.8,303.917475,81,80,46,97
DTXSID0021543,1-Chlorooctane,111-85-3,CNDHHGUSRIZDSL-UHFFFAOYSA-N,1-Chlorooctane,CCCCCCCCCl,"InChI=1S/C8H17Cl/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3",C8H17Cl,148.67,148.1018782,56,-,81,4
DTXSID0021545,2-Chloropropanoic acid,598-78-7,GAWAYYRQGQZKCR-UHFFFAOYSA-N,2-Chloropropanoic acid,CC(Cl)C(O)=O,"InChI=1/C3H5ClO2/c1-2(4)3(5)6/h2H,1H3,(H,5,6)",C3H5ClO2,108.52,107.9978071,53,65,91,2
DTXSID0021547,1-Chloropropan-2-one,78-95-5,BULLHNJGPPOUOX-UHFFFAOYSA-N,1-Chloropropan-2-one,CC(=O)CCl,"InChI=1S/C3H5ClO/c1-3(5)2-4/h2H2,1H3",C3H5ClO,92.52,92.0028925,61,30,84,6
DTXSID0021597,Heptanal,111-71-7,FXHGMKSSBGDXIY-UHFFFAOYSA-N,Heptanal,CCCCCCC=O,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",C7H14O,114.188,114.1044651,84,53,90,27
DTXSID0021599,Heptanenitrile,629-08-3,SDAXRHHPNYTELL-UHFFFAOYSA-N,Heptanenitrile,CCCCCCC#N,"InChI=1S/C7H13N/c1-2-3-4-5-6-7-8/h2-6H2,1H3",C7H13N,111.188,111.1047994,33,-,65,3
DTXSID0021620,Isovaleronitrile,625-28-5,QHDRKFYEGYYIIK-UHFFFAOYSA-N,3-Methylbutanenitrile,CC(C)CC#N,"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3",C5H9N,83.134,83.07349929,40,1,63,2
DTXSID0021626,4-Isopropylbenzyl alcohol,536-60-7,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,[4-(Propan-2-yl)phenyl]methanol,CC(C)C1=CC=C(CO)C=C1,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-6,8,11H,7H2,1-2H3",C10H14O,150.221,150.1044651,54,-,80,22
DTXSID0021628,Methyl glyoxal,78-98-8,AIJULSRZWUXGPQ-UHFFFAOYSA-N,2-Oxopropanal,CC(=O)C=O,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",C3H4O2,72.063,72.02112937,59,1553,90,9
DTXSID0021672,Trichloroacetonitrile,545-06-2,DRUIESSIVFYOMK-UHFFFAOYSA-N,Trichloroacetonitrile,ClC(Cl)(Cl)C#N,"InChI=1S/C2Cl3N/c3-2(4,5)1-6",C2Cl3N,144.38,142.9096321,56,13,86,2
DTXSID0021709,Benzamide,55-21-0,KXDAEFPNCMNJSK-UHFFFAOYSA-N,Benzamide,NC(=O)C1=CC=CC=C1,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",C7H7NO,121.139,121.0527638,60,431,189,-
DTXSID0021751,"2,2,2-Trifluoroethanol",75-89-8,RHQDFWAXVIIEBN-UHFFFAOYSA-N,"2,2,2-Trifluoroethan-1-ol",OCC(F)(F)F,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",C2H3F3O,100.04,100.0135992,60,11330,144,10
DTXSID0021757,1-Ethynylcyclohexanol,78-27-3,QYLFHLNFIHBCPR-UHFFFAOYSA-N,1-Ethynylcyclohexan-1-ol,OC1(CCCCC1)C#C,"InChI=1S/C8H12O/c1-2-8(9)6-4-3-5-7-8/h1,9H,3-7H2",C8H12O,124.183,124.088815,51,-,95,14
DTXSID0021759,2-Methyl-1-propanol,78-83-1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-Methylpropan-1-ol,CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",C4H10O,74.123,74.07316494,96,176,175,529
DTXSID0021830,3-Aminoacetophenone,99-03-6,CKQHAYFOPRIUOM-UHFFFAOYSA-N,1-(3-Aminophenyl)ethan-1-one,CC(=O)C1=CC=CC(N)=C1,"InChI=1S/C8H9NO/c1-6(10)7-3-2-4-8(9)5-7/h2-5H,9H2,1H3",C8H9NO,135.166,135.0684139,45,2,106,-
DTXSID0021832,"N,N,4-Trimethylaniline",99-97-8,GYVGXEWAOAAJEU-UHFFFAOYSA-N,"N,N,4-Trimethylaniline",CN(C)C1=CC=C(C)C=C1,"InChI=1S/C9H13N/c1-8-4-6-9(7-5-8)10(2)3/h4-7H,1-3H3",C9H13N,135.21,135.1047994,75,59,109,108
DTXSID0021834,4-Nitrophenol,100-02-7,BTJIUGUIPKRLHP-UHFFFAOYSA-N,4-Nitrophenol,OC1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",C6H5NO3,139.11,139.026943,110,1147,199,22
DTXSID0021836,"1,4-Dinitrobenzene",100-25-4,FYFDQJRXFWGIBS-UHFFFAOYSA-N,"1,4-Dinitrobenzene",[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,InChI=1S/C6H4N2O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,C6H4N2O4,168.108,168.0171066,66,18,81,-
DTXSID0021886,"2,4,4-Trimethyl-2-pentanamine",107-45-9,QIJIUJYANDSEKG-UHFFFAOYSA-N,"2,4,4-Trimethylpentan-2-amine",CC(C)(C)CC(C)(C)N,"InChI=1S/C8H19N/c1-7(2,3)6-8(4,5)9/h6,9H2,1-5H3",C8H19N,129.247,129.1517496,46,-,68,2
DTXSID0021888,2-Pentanone,107-87-9,XNLICIUVMPYHGG-UHFFFAOYSA-N,Pentan-2-one,CCCC(C)=O,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",C5H10O,86.134,86.07316494,84,19,111,30
DTXSID0021915,Diethyl decanedioate,110-40-7,ONKUXPIBXRRIDU-UHFFFAOYSA-N,Diethyl decanedioate,CCOC(=O)CCCCCCCCC(=O)OCC,"InChI=1S/C14H26O4/c1-3-17-13(15)11-9-7-5-6-8-10-12-14(16)18-4-2/h3-12H2,1-2H3",C14H26O4,258.358,258.1831093,54,12,82,13
DTXSID0021917,n-Hexane,110-54-3,VLKZOEOYAKHREP-UHFFFAOYSA-N,Hexane,CCCCCC,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",C6H14,86.178,86.10955045,108,1005,1027,390
DTXSID0021961,Benzophenone,119-61-9,RWCCWEUUXYIKHB-UHFFFAOYSA-N,Diphenylmethanone,O=C(C1=CC=CC=C1)C1=CC=CC=C1,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,C13H10O,182.222,182.0731649,116,456,140,397
DTXSID0021963,4-(Diethylamino)benzaldehyde,120-21-8,MNFZZNNFORDXSV-UHFFFAOYSA-N,4-(Diethylamino)benzaldehyde,CCN(CC)C1=CC=C(C=O)C=C1,"InChI=1S/C11H15NO/c1-3-12(4-2)11-7-5-10(9-13)6-8-11/h5-9H,3-4H2,1-2H3",C11H15NO,177.247,177.1153641,48,7,97,3
DTXSID0021965,"1,2,4-Trichlorobenzene",120-82-1,PBKONEOXTCPAFI-UHFFFAOYSA-N,"1,2,4-Trichlorobenzene",ClC1=CC(Cl)=C(Cl)C=C1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6H3Cl3,181.44,179.9300332,110,100,120,13
DTXSID0021969,4-Hydroxy-3-methoxybenzaldehyde,121-33-5,MWOOGOJBHIARFG-UHFFFAOYSA-N,4-Hydroxy-3-methoxybenzaldehyde,COC1=C(O)C=CC(C=O)=C1,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",C8H8O3,152.149,152.0473441,105,829,169,3139
DTXSID0022010,cis-Oleyl alcohol,143-28-2,ALSTYHKOOCGGFT-KTKRTIGZSA-N,(9Z)-Octadec-9-en-1-ol,CCCCCCCC\C=C/CCCCCCCCO,"InChI=1S/C18H36O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h9-10,19H,2-8,11-18H2,1H3/b10-9-",C18H36O,268.485,268.2766158,48,52,61,93
DTXSID0022012,3-Methoxyphenol,150-19-6,ASHGTJPOSUFTGB-UHFFFAOYSA-N,3-Methoxyphenol,COC1=CC=CC(O)=C1,"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",C7H8O2,124.139,124.0524295,56,7,122,3
DTXSID0022014,Hydroquinone dimethyl ether,150-78-7,OHBQPCCCRFSCAX-UHFFFAOYSA-N,"1,4-Dimethoxybenzene",COC1=CC=C(OC)C=C1,"InChI=1S/C8H10O2/c1-9-7-3-5-8(10-2)6-4-7/h3-6H,1-2H3",C8H10O2,138.166,138.0680796,75,18,111,18
DTXSID0022016,"1,4-Diazabicyclo[2.2.2]octane",280-57-9,IMNIMPAHZVJRPE-UHFFFAOYSA-N,"1,4-Diazabicyclo[2.2.2]octane",C1CN2CCN1CC2,InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2,C6H12N2,112.176,112.1000484,63,164,128,162
DTXSID0022018,Disulfoton,298-04-4,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorodithioate",CCOP(=S)(OCC)SCCSCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",C8H19O2PS3,274.39,274.0284804,96,102,93,152
DTXSID0022060,2-Nitrobenzaldehyde,552-89-6,CMWKITSNTDAEDT-UHFFFAOYSA-N,2-Nitrobenzaldehyde,[O-][N+](=O)C1=C(C=O)C=CC=C1,InChI=1S/C7H5NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H,C7H5NO3,151.121,151.026943,43,37,125,-
DTXSID0022062,3-Methyl-2-butanone,563-80-4,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,3-Methylbutan-2-one,CC(C)C(C)=O,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",C5H10O,86.134,86.07316494,74,6,104,13
DTXSID0022068,2-Hexanone,591-78-6,QQZOPKMRPOGIEB-UHFFFAOYSA-N,Hexan-2-one,CCCCC(C)=O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",C6H12O,100.161,100.088815,73,190,102,10
DTXSID0022191,Tetrahydrofurfuryl methacrylate,2455-24-5,LCXXNKZQVOXMEH-UHFFFAOYSA-N,(Oxolan-2-yl)methyl 2-methylprop-2-enoate,CC(=C)C(=O)OCC1CCCO1,"InChI=1/C9H14O3/c1-7(2)9(10)12-6-8-4-3-5-11-8/h8H,1,3-6H2,2H3",C9H14O3,170.208,170.0942943,40,22,49,26
DTXSID0022193,Benzyl methacrylate,2495-37-6,AOJOEFVRHOZDFN-UHFFFAOYSA-N,Benzyl 2-methylprop-2-enoate,CC(=C)C(=O)OCC1=CC=CC=C1,"InChI=1S/C11H12O2/c1-9(2)11(12)13-8-10-6-4-3-5-7-10/h3-7H,1,8H2,2H3",C11H12O2,176.215,176.0837296,47,-,70,13
DTXSID0022220,"2,3,4,5-Tetrachlorophenol",4901-51-3,RULKYXXCCZZKDZ-UHFFFAOYSA-N,"2,3,4,5-Tetrachlorophenol",OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,"InChI=1S/C6H2Cl4O/c7-2-1-3(11)5(9)6(10)4(2)8/h1,11H",C6H2Cl4O,231.88,229.8859755,48,2,56,-
DTXSID0022224,"5-Chloro-1,3-benzothiazole-2(3H)-thione",5331-91-9,NKYDKCVZNMNZCM-UHFFFAOYSA-N,"5-Chloro-1,3-benzothiazole-2-thiol",[H]N1C(=S)SC2=CC=C(Cl)C=C12,"InChI=1S/C7H4ClNS2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)",C7H4ClNS2,201.69,200.9473692,29,-,112,-
DTXSID0022301,Flucythrinate,70124-77-5,GBIHOLCMZGAKNG-CGAIIQECSA-N,Cyano(3-phenoxyphenyl)methyl (2S)-2-[4-(difluoromethoxy)phenyl]-3-methylbutanoate,CC(C)[C@H](C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,"InChI=1S/C26H23F2NO4/c1-17(2)24(18-11-13-21(14-12-18)32-26(27)28)25(30)33-23(16-29)19-7-6-10-22(15-19)31-20-8-4-3-5-9-20/h3-15,17,23-24,26H,1-2H3/t23?,24-/m0/s1",C26H23F2NO4,451.47,451.1595146,47,18,23,22
DTXSID0022305,4-tert-Butylstyrene,1746-23-2,QEDJMOONZLUIMC-UHFFFAOYSA-N,1-tert-Butyl-4-ethenylbenzene,CC(C)(C)C1=CC=C(C=C)C=C1,"InChI=1S/C12H16/c1-5-10-6-8-11(9-7-10)12(2,3)4/h5-9H,1H2,2-4H3",C12H16,160.26,160.1252005,40,-,59,13
DTXSID0022307,Chloromethyl styrene,30030-25-2,-,-,"ClCC1=CC=CC=C1.*C=C |c:4,6,t:2,lp:0:3,m:8:5.6.7|",-,-,-,-,25,-,-,6
DTXSID0022353,2-Chloro-4-phenylphenol,92-04-6,MXORDJXBRHNWBE-UHFFFAOYSA-N,"2-Chloro[1,1'-biphenyl]-4-ol",OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,"InChI=1S/C12H9ClO/c13-12-8-10(14)6-7-11(12)9-4-2-1-3-5-9/h1-8,14H",C12H9ClO,204.65,204.0341926,38,2,31,1
DTXSID0022432,Chrysene,218-01-9,WDECIBYCCFPHNR-UHFFFAOYSA-N,Chrysene,C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,C18H12,228.294,228.0939004,84,160,94,24
DTXSID0022436,Diphenolic acid,126-00-1,VKOUCJUTMGHNOR-UHFFFAOYSA-N,"4,4-Bis(4-hydroxyphenyl)pentanoic acid",CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C17H18O4/c1-17(11-10-16(20)21,12-2-6-14(18)7-3-12)13-4-8-15(19)9-5-13/h2-9,18-19H,10-11H2,1H3,(H,20,21)",C17H18O4,286.327,286.1205091,43,-,94,1
DTXSID0022480,3-Ethylphenol,620-17-7,HMNKTRSOROOSPP-UHFFFAOYSA-N,3-Ethylphenol,CCC1=CC=CC(O)=C1,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3",C8H10O,122.167,122.0731649,65,4,103,18
DTXSID0022519,Folic acid,59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,"N-(4-{[(2-Amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}benzoyl)-L-glutamic acid",NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1",C19H19N7O6,441.404,441.1396814,70,28638,243,495
DTXSID0022563,Albendazole,54965-21-8,HXHWSAZORRCQMX-UHFFFAOYSA-N,Methyl [5-(propylsulfanyl)-1H-benzimidazol-2-yl]carbamate,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,"InChI=1S/C12H15N3O2S/c1-3-6-18-8-4-5-9-10(7-8)14-11(13-9)15-12(16)17-2/h4-5,7H,3,6H2,1-2H3,(H2,13,14,15,16)",C12H15N3O2S,265.33,265.0884979,65,3730,199,18
DTXSID0022565,Albutoin,830-89-7,RATGSRSDPNECNO-UHFFFAOYSA-N,5-(2-Methylpropyl)-3-(prop-2-en-1-yl)-2-sulfanylideneimidazolidin-4-one,CC(C)CC1NC(=S)N(CC=C)C1=O,"InChI=1/C10H16N2OS/c1-4-5-12-9(13)8(6-7(2)3)11-10(12)14/h4,7-8H,1,5-6H2,2-3H3,(H,11,14)",C10H16N2OS,212.31,212.0983343,23,-,38,4
