	stitch_flat	stitch_stereo	UMLS_label	type	meddra	se_name	pubchem_cid	ukb	ae
2396	CID100000444	CID000000444	C0006277	PT	C0006277	Bronchitis	444	Bronchitis	1
2402	CID100000444	CID000000444	C0007117	PT	C0007117	Basal cell carcinoma	444	Cancer code, self-reported: basal cell carcinoma	1
2406	CID100000444	CID000000444	C0007286	PT	C0007286	Carpal tunnel syndrome	444	Carpal tunnel syndrome	1
2408	CID100000444	CID000000444	C0007859	PT	C0007859	Neck pain	444	Cervicalgia	1
2410	CID100000444	CID000000444	C0008031	PT	C0008031	Chest pain	444	Chest pain or discomfort	1
2429	CID100000444	CID000000444	C0009806	PT	C0009806	Constipation	444	Non-cancer illness code, self-reported: constipation	1
2433	CID100000444	CID000000444	C0010200	PT	C0010200	Cough	444	Diagnoses - main ICD10: R05 Cough	1
2436	CID100000444	CID000000444	C0010692	PT	C0010692	Cystitis	444	Diagnoses - main ICD10: N30 Cystitis	1
2446	CID100000444	CID000000444	C0011168	PT	C0011168	Dysphagia	444	Diagnoses - main ICD10: R13 Dysphagia	1
2454	CID100000444	CID000000444	C0011334	PT	C0011334	Dental caries	444	Diagnoses - main ICD10: K02 Dental caries	1
2468	CID100000444	CID000000444	C0013146	PT	C0013146	Drug abuse	444	Substance abuse	1
2472	CID100000444	CID000000444	C0013362	PT	C0029408	Osteoarthritis	444	Non-cancer illness code, self-reported: osteoarthritis	1
2481	CID100000444	CID000000444	C0013395	PT	C0013395	Dyspepsia	444	Diagnoses - main ICD10: K30 Dyspepsia	1
2485	CID100000444	CID000000444	C0013428	PT	C0013428	Dysuria	444	Diagnoses - main ICD10: R30 Pain associated with micturition	1
2491	CID100000444	CID000000444	C0013595	PT	C0013595	Eczema	444	Eczema	1
2495	CID100000444	CID000000444	C0014394	PT	C0014394	Enuresis	444	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
2505	CID100000444	CID000000444	C0014868	PT	C0014868	Oesophagitis	444	Diagnoses - main ICD10: K20 Oesophagitis	1
2507	CID100000444	CID000000444	C0015230	PT	C0015230	Rash	444	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
2545	CID100000444	CID000000444	C0017168	PT	C0017168	Gastrooesophageal reflux disease	444	Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease	1
2547	CID100000444	CID000000444	C0017178	PT	C0017178	Gastrointestinal disorder	444	Non-cancer illness code, self-reported: stomach disorder	1
2549	CID100000444	CID000000444	C0017181	PT	C0017181	Gastrointestinal haemorrhage	444	GI-bleeding	1
2555	CID100000444	CID000000444	C0017605	PT	C0017605	Angle closure glaucoma	444	Primary angle-closure glaucoma	1
2561	CID100000444	CID000000444	C0018418	PT	C0018418	Gynaecomastia	444	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
2568	CID100000444	CID000000444	C0018621	PT	C1322281	Rhinitis seasonal	444	Non-cancer illness code, self-reported: hayfever/allergic rhinitis	1
2570	CID100000444	CID000000444	C0018681	PT	C0018681	Headache	444	Diagnoses - main ICD10: R51 Headache	1
2577	CID100000444	CID000000444	C0019158	PT	C0019158	Hepatitis	444	Non-cancer illness code, self-reported: hepatitis	1
2581	CID100000444	CID000000444	C0019294	PT	C0019294	Inguinal hernia	444	Diagnoses - main ICD10: K40 Inguinal hernia	1
2583	CID100000444	CID000000444	C0019360	PT	C0019360	Herpes zoster	444	Non-cancer illness code, self-reported: shingles	1
2595	CID100000444	CID000000444	C0020443	PT	C0020443	Hypercholesterolaemia	444	Non-cancer illness code, self-reported: high cholesterol	1
2605	CID100000444	CID000000444	C0020538	PT	C0020538	Hypertension	444	Non-cancer illness code, self-reported: hypertension	1
2607	CID100000444	CID000000444	C0020565	PT	C2225524	Breast enlargement	444	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
2615	CID100000444	CID000000444	C0020649	PT	C0020649	Hypotension	444	Diagnoses - main ICD10: I95 Hypotension	1
2632	CID100000444	CID000000444	C0022107	PT	C0022107	Irritability	444	Irritability	1
2634	CID100000444	CID000000444	C0022346	PT	C0022346	Jaundice	444	Diagnoses - main ICD10: R17 Unspecified jaundice	1
2636	CID100000444	CID000000444	C0022575	PT	C0314719	Dry eye	444	Non-cancer illness code, self-reported: dry eyes	1
2671	CID100000444	CID000000444	C0026946	PT	C0026946	Fungal infection	444	Mycoses	1
2675	CID100000444	CID000000444	C0027051	PT	C0027051	Myocardial infarction	444	Myocardial infarction	1
2686	CID100000444	CID000000444	C0027651	PT	C0027651	Neoplasm	444	Neoplasms	1
2688	CID100000444	CID000000444	C0027765	PT	C0027765	Nervous system disorder	444	Diseases of the nervous system	1
2703	CID100000444	CID000000444	C0029456	PT	C0029456	Osteoporosis	444	Non-cancer illness code, self-reported: osteoporosis	1
2709	CID100000444	CID000000444	C0030193	PT	C0030193	Pain	444	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
2711	CID100000444	CID000000444	C0030196	PT	C0030196	Pain in extremity	444	Pain in limb	1
2717	CID100000444	CID000000444	C0030305	PT	C0030305	Pancreatitis	444	Non-cancer illness code, self-reported: pancreatitis	1
2731	CID100000444	CID000000444	C0031542	PT	C0031542	Phlebitis	444	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	1
2733	CID100000444	CID000000444	C0032285	PT	C0032285	Pneumonia	444	Non-cancer illness code, self-reported: pneumonia	1
2737	CID100000444	CID000000444	C0032617	PT	C0032617	Polyuria	444	Diagnoses - main ICD10: R35 Polyuria	1
2748	CID100000444	CID000000444	C0033774	PT	C0033774	Pruritus	444	Diagnoses - main ICD10: L29 Pruritus	1
2754	CID100000444	CID000000444	C0034065	PT	C0034065	Pulmonary embolism	444	Diagnoses - main ICD10: I26 Pulmonary embolism	1
2766	CID100000444	CID000000444	C0036396	PT	C0036396	Sciatica	444	Non-cancer illness code, self-reported: sciatica	1
2780	CID100000444	CID000000444	C0037199	PT	C0037199	Sinusitis	444	Diagnoses - main ICD10: J32 Chronic sinusitis	1
2784	CID100000444	CID000000444	C0037317	PT	C0851578	Sleep disorder	444	Diagnoses - main ICD10: G47 Sleep disorders	1
2799	CID100000444	CID000000444	C0038358	PT	C0038358	Gastric ulcer	444	Diagnoses - main ICD10: K25 Gastric ulcer	1
2803	CID100000444	CID000000444	C0038454	PT	C0038454	Cerebrovascular accident	444	STROKE	1
2817	CID100000444	CID000000444	C0039070	PT	C0039070	Syncope	444	Diagnoses - main ICD10: R55 Syncope and collapse	1
2830	CID100000444	CID000000444	C0040034	PT	C0040034	Thrombocytopenia	444	Thrombocytopenia, unspecified	1
2850	CID100000444	CID000000444	C0042024	PT	C0042024	Urinary incontinence	444	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
2859	CID100000444	CID000000444	C0042109	PT	C0042109	Urticaria	444	Non-cancer illness code, self-reported: urticaria	1
2868	CID100000444	CID000000444	C0042571	PT	C0042571	Vertigo	444	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
2888	CID100000444	CID000000444	C0080274	PT	C0080274	Urinary retention	444	Diagnoses - main ICD10: R33 Retention of urine	1
2907	CID100000444	CID000000444	C0085633	PT	C0085633	Mood swings	444	Mood swings	1
2914	CID100000444	CID000000444	C0086132	PT	C0086132	Depressive symptom	444	Non-cancer illness code, self-reported: depression	1
2927	CID100000444	CID000000444	C0149931	PT	C0149931	Migraine	444	Non-cancer illness code, self-reported: migraine	1
2931	CID100000444	CID000000444	C0151517	PT	C0151517	Atrioventricular block complete	444	AV-block	1
2936	CID100000444	CID000000444	C0151610	PT	C0040409	Tongue disorder	444	Diagnoses - main ICD10: K14 Diseases of tongue	1
2968	CID100000444	CID000000444	C0152029	PT	C0152029	Sinus congestion	444	Non-cancer illness code, self-reported: nasal/sinus disorder	1
2972	CID100000444	CID000000444	C0152031	PT	C0152031	Joint swelling	444	Non-cancer illness code, self-reported: joint pain	1
2974	CID100000444	CID000000444	C0152227	PT	C0152227	Lacrimation increased	444	Epiphora	1
2997	CID100000444	CID000000444	C0231528	PT	C0231528	Myalgia	444	Myalgia	1
3055	CID100000444	CID000000444	C0235162	PT	C0917801	Insomnia	444	Non-cancer illness code, self-reported: insomnia	1
3065	CID100000444	CID000000444	C0235710	PT	C0235710	Chest discomfort	444	Chest pain or discomfort	1
3075	CID100000444	CID000000444	C0237314	PT	C0237314	Heart rate irregular	444	Non-cancer illness code, self-reported: irregular heart beat	1
3128	CID100000444	CID000000444	C0344315	PT	C0344315	Depressed mood	444	Non-cancer illness code, self-reported: depression	1
3165	CID100000444	CID000000444	C0442874	PT	C0031117	Neuropathy peripheral	444	Non-cancer illness code, self-reported: peripheral neuropathy	1
3195	CID100000444	CID000000444	C0521991	PT	C0038435	Stress	444	Non-cancer illness code, self-reported: stress	1
3250	CID100000444	CID000000444	C0702166	PT	C0702166	Acne	444	Non-cancer illness code, self-reported: acne/acne vulgaris	1
3285	CID100000444	CID000000444	C0917799	PT	C0917799	Hypersomnia	444	Sleeping too much	1
3345	CID100000450	CID000005757	C0002622	PT	C0002622	Amnesia	450	Memory loss	1
3355	CID100000450	CID000005757	C0003862	PT	C0003862	Arthralgia	450	Non-cancer illness code, self-reported: joint pain	1
3358	CID100000450	CID000005757	C0003864	PT	C0003864	Arthritis	450	Non-cancer illness code, self-reported: arthritis (nos)	1
3362	CID100000450	CID000005757	C0004096	PT	C0004096	Asthma	450	Non-cancer illness code, self-reported: asthma	1
3364	CID100000450	CID000005757	C0004604	PT	C0004604	Back pain	450	Dorsalgia	1
3374	CID100000450	CID000005757	C0005940	PT	C0005940	Bone disorder	450	Non-cancer illness code, self-reported: bone disorder	1
3376	CID100000450	CID000005757	C0006142	PT	C0006142	Breast cancer	450	Breast Cancer	1
3384	CID100000450	CID000005757	C0006277	PT	C0006277	Bronchitis	450	Bronchitis	1
3386	CID100000450	CID000005757	C0006826	PT	C0006826	Neoplasm malignant	450	Neoplasms	1
3388	CID100000450	CID000005757	C0006840	PT	C0006840	Candida infection	450	Diagnoses - main ICD10: B37 Candidiasis	1
3393	CID100000450	CID000005757	C0007117	PT	C0007117	Basal cell carcinoma	450	Cancer code, self-reported: basal cell carcinoma	1
3397	CID100000450	CID000005757	C0007286	PT	C0007286	Carpal tunnel syndrome	450	Carpal tunnel syndrome	1
3399	CID100000450	CID000005757	C0007787	PT	C0007787	Transient ischaemic attack	450	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	1
3405	CID100000450	CID000005757	C0007859	PT	C0007859	Neck pain	450	Cervicalgia	1
3409	CID100000450	CID000005757	C0008031	PT	C0008031	Chest pain	450	Chest pain or discomfort	1
3411	CID100000450	CID000005757	C0008325	PT	C0008325	Cholecystitis	450	Diagnoses - main ICD10: K81 Cholecystitis	1
3413	CID100000450	CID000005757	C0008350	PT	C0008350	Cholelithiasis	450	Diagnoses - main ICD10: K80 Cholelithiasis	1
3429	CID100000450	CID000005757	C0009806	PT	C0009806	Constipation	450	Non-cancer illness code, self-reported: constipation	1
3435	CID100000450	CID000005757	C0010200	PT	C0010200	Cough	450	Diagnoses - main ICD10: R05 Cough	1
3438	CID100000450	CID000005757	C0010692	PT	C0010692	Cystitis	450	Diagnoses - main ICD10: N30 Cystitis	1
3446	CID100000450	CID000005757	C0011168	PT	C0011168	Dysphagia	450	Diagnoses - main ICD10: R13 Dysphagia	1
3448	CID100000450	CID000005757	C0011570	PT	C0011570	Depression	450	Non-cancer illness code, self-reported: depression	1
3464	CID100000450	CID000005757	C0013395	PT	C0013395	Dyspepsia	450	Diagnoses - main ICD10: K30 Dyspepsia	1
3472	CID100000450	CID000005757	C0013595	PT	C0013595	Eczema	450	Eczema	1
3484	CID100000450	CID000005757	C0014175	PT	C0014175	Endometriosis	450	Diagnoses - main ICD10: N80 Endometriosis	1
3486	CID100000450	CID000005757	C0014544	PT	C0014544	Epilepsy	450	Non-cancer illness code, self-reported: epilepsy	1
3494	CID100000450	CID000005757	C0015230	PT	C0015230	Rash	450	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
3499	CID100000450	CID000005757	C0015403	PT	C0015403	Eye infection	450	Non-cancer illness code, self-reported: eye infection	1
3508	CID100000450	CID000005757	C0016034	PT	C0016034	Fibrocystic breast disease	450	Diagnoses - main ICD10: N60 Benign mammary dysplasia	1
3514	CID100000450	CID000005757	C0016977	PT	C0016977	Gallbladder disorder	450	Non-cancer illness code, self-reported: gall bladder disease	1
3520	CID100000450	CID000005757	C0017168	PT	C0017168	Gastrooesophageal reflux disease	450	Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease	1
3522	CID100000450	CID000005757	C0017178	PT	C0017178	Gastrointestinal disorder	450	Non-cancer illness code, self-reported: stomach disorder	1
3524	CID100000450	CID000005757	C0018021	PT	C0018021	Goitre	450	Non-cancer illness code, self-reported: thyroid goitre	1
3526	CID100000450	CID000005757	C0018418	PT	C0018418	Gynaecomastia	450	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
3528	CID100000450	CID000005757	C0018681	PT	C0018681	Headache	450	Diagnoses - main ICD10: R51 Headache	1
3536	CID100000450	CID000005757	C0018965	PT	C0018965	Haematuria	450	Diagnoses - main ICD10: R31 Unspecified haematuria	1
3545	CID100000450	CID000005757	C0019112	PT	C0019112	Haemorrhoids	450	Diagnoses - main ICD10: I84 Haemorrhoids	1
3547	CID100000450	CID000005757	C0019158	PT	C0019158	Hepatitis	450	Non-cancer illness code, self-reported: hepatitis	1
3553	CID100000450	CID000005757	C0019360	PT	C0019360	Herpes zoster	450	Non-cancer illness code, self-reported: shingles	1
3569	CID100000450	CID000005757	C0020538	PT	C0020538	Hypertension	450	Non-cancer illness code, self-reported: hypertension	1
3588	CID100000450	CID000005757	C0022107	PT	C0022107	Irritability	450	Irritability	1
3590	CID100000450	CID000005757	C0022346	PT	C0022346	Jaundice	450	Diagnoses - main ICD10: R17 Unspecified jaundice	1
3594	CID100000450	CID000005757	C0022408	PT	C0029408	Osteoarthritis	450	Non-cancer illness code, self-reported: osteoarthritis	1
3595	CID100000450	CID000005757	C0022408	PT	C0022408	Arthropathy	450	#Arthrosis	1
3601	CID100000450	CID000005757	C0023222	PT	C0030196	Pain in extremity	450	Pain in limb	1
3609	CID100000450	CID000005757	C0024103	PT	C0024103	Breast mass	450	Diagnoses - main ICD10: N63 Unspecified lump in breast	1
3631	CID100000450	CID000005757	C0026946	PT	C0026946	Fungal infection	450	Mycoses	1
3633	CID100000450	CID000005757	C0027051	PT	C0027051	Myocardial infarction	450	Myocardial infarction	1
3638	CID100000450	CID000005757	C0027339	PT	C0027339	Nail disorder	450	Nail disorders	1
3646	CID100000450	CID000005757	C0027651	PT	C0027651	Neoplasm	450	Neoplasms	1
3648	CID100000450	CID000005757	C0027765	PT	C0027765	Nervous system disorder	450	Diseases of the nervous system	1
3654	CID100000450	CID000005757	C0027813	PT	C0031117	Neuropathy peripheral	450	Non-cancer illness code, self-reported: peripheral neuropathy	1
3665	CID100000450	CID000005757	C0029882	PT	C0029882	Otitis media	450	Otitis media, unspecified	1
3669	CID100000450	CID000005757	C0030193	PT	C0030193	Pain	450	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
3675	CID100000450	CID000005757	C0030305	PT	C0030305	Pancreatitis	450	Non-cancer illness code, self-reported: pancreatitis	1
3683	CID100000450	CID000005757	C0031542	PT	C0031542	Phlebitis	450	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	1
3685	CID100000450	CID000005757	C0032285	PT	C0032285	Pneumonia	450	Non-cancer illness code, self-reported: pneumonia	1
3689	CID100000450	CID000005757	C0032617	PT	C0032617	Polyuria	450	Diagnoses - main ICD10: R35 Polyuria	1
3696	CID100000450	CID000005757	C0033774	PT	C0033774	Pruritus	450	Diagnoses - main ICD10: L29 Pruritus	1
3706	CID100000450	CID000005757	C0034065	PT	C0034065	Pulmonary embolism	450	Diagnoses - main ICD10: I26 Pulmonary embolism	1
3721	CID100000450	CID000005757	C0037199	PT	C0037199	Sinusitis	450	Diagnoses - main ICD10: J32 Chronic sinusitis	1
3731	CID100000450	CID000005757	C0038454	PT	C0038454	Cerebrovascular accident	450	STROKE	1
3741	CID100000450	CID000005757	C0039070	PT	C0039070	Syncope	450	Diagnoses - main ICD10: R55 Syncope and collapse	1
3770	CID100000450	CID000005757	C0042024	PT	C0042024	Urinary incontinence	450	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
3777	CID100000450	CID000005757	C0042109	PT	C0042109	Urticaria	450	Non-cancer illness code, self-reported: urticaria	1
3779	CID100000450	CID000005757	C0042133	PT	C0042133	Uterine leiomyoma	450	Diagnoses - main ICD10: D25 Leiomyoma of uterus	1
3790	CID100000450	CID000005757	C0042345	PT	C0042345	Varicose vein	450	Non-cancer illness code, self-reported: varicose veins	1
3796	CID100000450	CID000005757	C0042571	PT	C0042571	Vertigo	450	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
3798	CID100000450	CID000005757	C0042769	PT	C0042769	Viral infection	450	Diagnoses - main ICD10: B34 Viral infection of unspecified site	1
3818	CID100000450	CID000005757	C0085633	PT	C0085633	Mood swings	450	Mood swings	1
3831	CID100000450	CID000005757	C0149931	PT	C0149931	Migraine	450	Non-cancer illness code, self-reported: migraine	1
3854	CID100000450	CID000005757	C0151825	PT	C0151825	Bone pain	450	Non-cancer illness code, self-reported: joint pain	1
3868	CID100000450	CID000005757	C0152029	PT	C0152029	Sinus congestion	450	Non-cancer illness code, self-reported: nasal/sinus disorder	1
3900	CID100000450	CID000005757	C0231528	PT	C0231528	Myalgia	450	Myalgia	1
3942	CID100000450	CID000005757	C0235710	PT	C0235710	Chest discomfort	450	Chest pain or discomfort	1
3958	CID100000450	CID000005757	C0237314	PT	C0237314	Heart rate irregular	450	Non-cancer illness code, self-reported: irregular heart beat	1
3977	CID100000450	CID000005757	C0267792	PT	C0267792	Hepatobiliary disease	450	Diseases of liver	1
3989	CID100000450	CID000005757	C0314719	PT	C0314719	Dry eye	450	Non-cancer illness code, self-reported: dry eyes	1
4100	CID100000450	CID000005757	C0702166	PT	C0702166	Acne	450	Non-cancer illness code, self-reported: acne/acne vulgaris	1
4128	CID100000450	CID000005757	C0917801	PT	C0917801	Insomnia	450	Non-cancer illness code, self-reported: insomnia	1
4138	CID100000450	CID000005757	C1140680	PT	C1140680	Ovarian cancer	450	Malignant neoplasm of ovary	1
4156	CID100000450	CID000005757	C2225524	PT	C2225524	Breast enlargement	450	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
4176	CID100000453	CID000005780	C0002962	PT	C0002962	Angina pectoris	453	Non-cancer illness code, self-reported: angina	1
4178	CID100000453	CID000005780	C0004604	PT	C0004604	Back pain	453	Dorsalgia	1
4184	CID100000453	CID000005780	C0012797	PT	C0032617	Polyuria	453	Diagnoses - main ICD10: R35 Polyuria	1
4190	CID100000453	CID000005780	C0020649	PT	C0020649	Hypotension	453	Diagnoses - main ICD10: I95 Hypotension	1
